,hash,date,pcr_test_positive,pcr_test_negative,positiveIncrease,negativeIncrease,pending,hospitalizedCurrently,hospitalizedIncrease,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,totalTestResults,totalTestResultsIncrease,death,deathIncrease
231,1337710b37cb83dc8591c0ce32448c6d25d091a5,20200719,3748205.0,16860967.0,64207,265500,3052.0,58052.0,886,183496.0,9581.0,12393.0,2362.0,1216.0,50202582,789513,132865.0,526
232,471efd165c59abe383d325a93df39fd62b8be872,20200718,3683998.0,16595467.0,64773,215087,3032.0,57818.0,1994,182610.0,9809.0,12343.0,2343.0,1211.0,49413069,869668,132339.0,877
233,1bf55ed00ff48473c513e615c8cb8f386ca9c100,20200717,3619225.0,16380380.0,76498,276023,3002.0,57871.0,2485,180616.0,9714.0,12243.0,2352.0,1200.0,48543401,943532,131462.0,938
234,b12b4c27f74ddd2d799ff114f56524f925e6df01,20200716,3542727.0,16104357.0,70493,287728,2929.0,57600.0,2207,178131.0,9565.0,12091.0,2314.0,1175.0,47599869,948000,130524.0,940
235,18b2531aebaf5cc8c7f91b6b8095afca33d08e2c,20200715,3472234.0,15816629.0,69372,268285,2947.0,56341.0,2315,175924.0,9497.0,12003.0,2322.0,1166.0,46651869,913964,129584.0,864
236,62baa5228b801286d5b26abe8e0b19d782a982e2,20200714,3402862.0,15548344.0,58618,259522,960.0,55677.0,2322,173609.0,9342.0,11857.0,2263.0,1154.0,45737905,835275,128720.0,742
237,5aa0cc5a652196d9e28fbcd2181957da47faa15d,20200713,3344244.0,15288822.0,57144,224951,2610.0,54120.0,1120,171287.0,9207.0,11749.0,2254.0,1142.0,44902630,764696,127978.0,329
238,cd579e5ac3845b5424c48c9af3c3e5198ff0850a,20200712,3287100.0,15063871.0,61602,264002,2639.0,52860.0,890,170167.0,8983.0,11679.0,2182.0,1136.0,44137934,796940,127649.0,471
239,098ae934c0b1d6778d21a320a809d2dd19a71000,20200711,3225498.0,14799869.0,62584,264730,2618.0,51984.0,5088,169277.0,8934.0,11613.0,2169.0,1128.0,43340994,836027,127178.0,753
240,2b37300b4988c927b1c00f5acd5df1d13dd3e375,20200710,3162914.0,14535139.0,67108,288473,2493.0,51720.0,2197,164189.0,8812.0,11524.0,2192.0,1118.0,42504967,912598,126425.0,841
241,4167ab6efb023803d2275815e59a59308e1c4c94,20200709,3095806.0,14246666.0,59063,284206,2530.0,44053.0,1663,161992.0,8766.0,11395.0,2129.0,1138.0,41592369,846548,125584.0,862
242,87e70def2acb4d707dc3cfaa84590c25309e052d,20200708,3036743.0,13962460.0,62815,211657,2360.0,43205.0,1888,160329.0,8750.0,11303.0,2167.0,1103.0,40745821,780578,124722.0,819
243,022ed7441ed2d0fe9cb42093e6623e184ce7b745,20200707,2973928.0,13750803.0,50991,206545,2136.0,41948.0,1975,158441.0,8568.0,11178.0,2102.0,1084.0,39965243,742033,123903.0,906
244,9361007bf03d9b47758de34a7cb3645faa4c00ed,20200706,2922937.0,13544258.0,40902,172741,1907.0,39960.0,765,156466.0,8336.0,11058.0,2104.0,1070.0,39223210,650829,122997.0,233
245,77ab7f49da2f20fe8842d84f54971e28f8264d6b,20200705,2882035.0,13371517.0,45374,212886,1885.0,38872.0,583,155701.0,8170.0,11010.0,2080.0,1064.0,38572381,620599,122764.0,214
246,d1fcc02991388c25314e09949678db4286c46ba8,20200704,2836661.0,13158631.0,54846,209668,2083.0,38281.0,870,155118.0,8082.0,10977.0,1982.0,1063.0,37951782,688460,122550.0,295
247,e485f2c6e7611e78bcfe4256ab6283fb6af4e7cc,20200703,2781815.0,12948963.0,54214,247201,2237.0,37921.0,1358,154248.0,7935.0,10937.0,2049.0,1059.0,37263322,796290,122255.0,602
248,a670fb374de64159a5d03b9fbb6b219d84b18129,20200702,2727601.0,12701762.0,53511,229405,2208.0,37645.0,1699,152890.0,7867.0,10843.0,2104.0,1041.0,36467032,772899,121653.0,699
249,c0aa6edfe6a090f8f7d36da29b2197e808948205,20200701,2674090.0,12472357.0,51044,224475,2604.0,36521.0,1429,151191.0,7647.0,10752.0,2099.0,1027.0,35694133,731673,120954.0,696
250,1d0abec4c6c261a619ade7f0a4da2703b3ea871e,20200630,2623046.0,12247882.0,47032,226105,2432.0,35340.0,1473,149762.0,7419.0,10669.0,2044.0,1008.0,34962460,712260,120258.0,583
251,a8f1da48901fe1a9cf25816fd06b586ae0a2b1e4,20200629,2576014.0,12021777.0,39368,245719,2194.0,33742.0,728,148289.0,7283.0,10542.0,2021.0,990.0,34250200,661374,119675.0,336
252,5ef9e0237131bab9da8bece83cbf283f4a80ab84,20200628,2536646.0,11776058.0,41729,227853,2198.0,32577.0,549,147561.0,7080.0,10473.0,2077.0,983.0,33588826,611620,119339.0,271
253,ad0797f71af908816845e4aa4339300a59867b52,20200627,2494917.0,11548205.0,43104,217216,2186.0,32569.0,1059,147012.0,6998.0,10416.0,2159.0,977.0,32977206,723493,119068.0,510
254,91e56214c05abcbbf7d536fd147cbc4281bb3043,20200626,2451813.0,11330989.0,44300,218689,2201.0,31850.0,1540,145953.0,7017.0,10334.0,2069.0,966.0,32253713,737868,118558.0,608
255,13a28bd01d27e1a460db0a53d0d4eb5f070a556b,20200625,2407513.0,11112300.0,39720,248068,2133.0,31920.0,1298,144413.0,6905.0,10258.0,2214.0,951.0,31515845,712795,117950.0,654
256,1b332a9a3b4631df8e6045e65e6be517989e266e,20200624,2367793.0,10864232.0,39131,184959,2049.0,31268.0,1246,143115.0,6752.0,10173.0,2247.0,934.0,30803050,618161,117296.0,704
257,841f90ed2aa630441e823ff4f52eb42554a82465,20200623,2328662.0,10679273.0,33446,172591,1891.0,30352.0,1266,141869.0,6791.0,10077.0,2292.0,918.0,30184889,671798,116592.0,728
258,0307e66e930d932ee2e6fef63acc9a29fa189c02,20200622,2295216.0,10506682.0,26817,163644,2028.0,28962.0,827,140603.0,6650.0,10003.0,2301.0,909.0,29513091,499255,115864.0,288
259,59eb7ddd0d49a1bdd7fe40f8f7d94a33082f9d15,20200621,2268399.0,10343038.0,29182,175530,2084.0,28325.0,519,139776.0,6415.0,9944.0,2321.0,904.0,29013836,504684,115576.0,291
260,4e18ceead659429af50754e4e5ae3c0d6d2a7207,20200620,2239217.0,10167508.0,32232,197225,2108.0,28078.0,685,139257.0,6372.0,9908.0,2380.0,888.0,28509152,610669,115285.0,611
261,391c6e9562f2b5e218fb16cdc5fbe1394fa55f3a,20200619,2206985.0,9970283.0,30887,234816,2032.0,28698.0,1592,138572.0,6450.0,9877.0,2433.0,884.0,27898483,664037,114674.0,657
262,1b808e2935ddb9684ce5a98aa1a9540cadcf22c3,20200618,2176098.0,9735467.0,26984,191568,1903.0,28538.0,1100,136980.0,6560.0,9738.0,2518.0,869.0,27234446,562275,114017.0,679
263,f01f2f502da19673d9b51ff5a48c2531a6fc0432,20200617,2149114.0,9543899.0,24206,195262,1745.0,28641.0,1085,135880.0,6618.0,9666.0,2584.0,857.0,26672171,563106,113338.0,778
264,ee1d6d91184cb6a19a626c3b4f6d4d98471c8d00,20200616,2124908.0,9348637.0,22857,175084,1604.0,28363.0,1186,134795.0,6534.0,9591.0,2591.0,845.0,26109065,500028,112560.0,726
265,6bc8855a3bb72e122b7fa8c259236f19e4a10ed3,20200615,2102051.0,9173553.0,18236,165511,1619.0,28034.0,664,133609.0,6595.0,9516.0,2636.0,835.0,25609037,447146,111834.0,383
266,baa7a982e133f0cc43287ddaaaa703465d0e4799,20200614,2083815.0,9008042.0,21629,167764,1672.0,28012.0,600,132945.0,6610.0,9466.0,2716.0,834.0,25161891,474952,111451.0,354
267,9a4e967d33c7c4cb2b739e31833d8ce8580b74c1,20200613,2062186.0,8840278.0,25459,198815,1698.0,28572.0,965,132345.0,6700.0,9433.0,2726.0,830.0,24686939,545415,111097.0,690
268,1c7a5ba6481662191db41324d07917134a2d8c45,20200612,2036727.0,8641463.0,23152,228322,1783.0,29309.0,1371,131380.0,6837.0,9373.0,2738.0,814.0,24141524,622991,110407.0,766
269,5912c667e8a305e2a83b6b66544c4fc0d84ee506,20200611,2013575.0,8413141.0,21976,150394,1816.0,29842.0,1526,130009.0,6885.0,9297.0,2885.0,792.0,23518533,484776,109641.0,896
270,e6c63953fae02b068d05a61878aa8e0d830dec1c,20200610,1991599.0,8262747.0,20873,168579,1737.0,30962.0,1239,128483.0,7065.0,9226.0,3022.0,780.0,23033757,484086,108745.0,892
271,622ca55aa226b2d79037fcb14a03996f8f5331ce,20200609,1970726.0,8094168.0,16933,155286,1661.0,31181.0,1280,127244.0,7310.0,9142.0,3088.0,771.0,22549671,454671,107853.0,894
272,8bf393b511f562e57f981e9ad33fa5be8d7598b0,20200608,1953793.0,7938882.0,16935,132314,1606.0,31097.0,1072,125964.0,7182.0,9013.0,3238.0,762.0,22095000,405398,106959.0,672
273,bebf77dcf5b245f1badf8ced38749a0b1a38a570,20200607,1936858.0,7806568.0,19080,189867,1733.0,31492.0,657,124892.0,7244.0,8957.0,3298.0,753.0,21689602,437205,106287.0,450
274,c6953d180b2f88d03d765546e47ae54c8b4f7885,20200606,1917778.0,7616701.0,22669,221863,1796.0,31994.0,985,124235.0,7525.0,8920.0,3476.0,750.0,21252397,557957,105837.0,709
275,d3fe2286a8a0a5ff091d98f938ce0b626b07c5b1,20200605,1895109.0,7394838.0,23046,232202,1749.0,32505.0,1518,123250.0,7658.0,8863.0,3520.0,740.0,20694440,621384,105128.0,832
276,2325fedcce4cdf185e30ca313974c4a9f5d8bee4,20200604,1872063.0,7162636.0,20512,183969,1831.0,32800.0,-2858,121732.0,7786.0,8788.0,3662.0,723.0,20073056,497795,104296.0,882
277,a79aa8721a29997d0de851c15bd9780bc67e7f4e,20200603,1851551.0,6978667.0,20164,184622,3473.0,33218.0,2011,124590.0,7959.0,8690.0,3754.0,717.0,19575261,505613,103414.0,973
278,ab032575fd5810b3b148bd0020ab390159e69b09,20200602,1831387.0,6794045.0,19909,161067,3597.0,33955.0,1578,122579.0,8158.0,8566.0,3854.0,710.0,19069648,450312,102441.0,982
279,a686ef7be52efe987958010513e133c971b1b710,20200601,1811478.0,6632978.0,20029,157898,3977.0,34327.0,2752,121001.0,8354.0,8486.0,3950.0,704.0,18619336,419554,101459.0,676
280,e7cc4fe5ba38c4a9cacd0b0417809f629eabb21d,20200531,1791449.0,6475080.0,21694,147988,3723.0,34914.0,698,118249.0,8373.0,8446.0,3669.0,704.0,18199782,429140,100783.0,654
281,ef19af00848949bc8437ecb7a2c217d1b78f7a05,20200530,1769755.0,6327092.0,23543,174259,1916.0,35761.0,1222,117551.0,8691.0,8325.0,4008.0,698.0,17770642,484206,100129.0,921
282,91b445fd613071315c0b350b74878062dd7f43d8,20200529,1746212.0,6152833.0,23624,189783,3047.0,36937.0,1409,116329.0,8923.0,8235.0,4028.0,689.0,17286436,507264,99208.0,1171
283,2d183549275a2889c94f0d3de9d3df207d983ca9,20200528,1722588.0,5963050.0,22844,188114,2797.0,38005.0,1425,114920.0,9139.0,8109.0,4079.0,676.0,16779172,494858,98037.0,1235
284,1d48751e239a68f66b3f06cd5039935cb6b5c5ed,20200527,1699744.0,5774936.0,19193,151212,3132.0,38314.0,1385,113495.0,9246.0,8015.0,4223.0,666.0,16284314,415923,96802.0,1340
285,2fe388264ba2ff6cf874acfd875b0d4b4c5edf5b,20200526,1680551.0,5623724.0,16676,111904,2919.0,37751.0,17155,112110.0,9251.0,7899.0,4221.0,650.0,15868391,315659,95462.0,668
286,31b4ab7afb8168b651ac73536c93c757eb9a7dbd,20200525,1663875.0,5511820.0,18543,167737,3368.0,37702.0,669,94955.0,9114.0,7847.0,4232.0,642.0,15552732,408751,94794.0,556
287,094aa1af2c49ad12475f31582ff8e2677aef3ef3,20200524,1645332.0,5344083.0,19122,129848,3730.0,37741.0,787,94286.0,9148.0,7801.0,4380.0,639.0,15143981,390719,94238.0,689
288,3616ad7ad5adcc43cefd4d722cb1603c4eea1113,20200523,1626210.0,5214235.0,22482,115601,4084.0,38625.0,1130,93499.0,9382.0,7770.0,4621.0,638.0,14753262,444574,93549.0,1035
289,6c57c9eba7e04990aceb7ac6b03efa03ccdd7e01,20200522,1603728.0,5098634.0,24127,173269,3770.0,39999.0,3751,92369.0,9708.0,7689.0,4714.0,633.0,14308688,451428,92514.0,1286
290,b0906bf8e5a7ce60c0efccc38d0653efe2750daa,20200521,1579601.0,4925365.0,26751,219192,3733.0,41353.0,4374,88618.0,9757.0,7423.0,4871.0,616.0,13857260,499343,91228.0,1381
291,e3fe6ec182cdf3e5c2c0d090dfbb5ce88629b78f,20200520,1552850.0,4706173.0,21371,167729,3546.0,41854.0,1453,84244.0,10212.0,7319.0,4907.0,613.0,13357917,449396,89847.0,1395
292,05d7578772a7b583bdd707d9e8a4290302a6d1e6,20200519,1531479.0,4538444.0,20700,162780,2931.0,42019.0,1286,82791.0,10292.0,7217.0,5032.0,606.0,12908521,422660,88452.0,1327
293,88cac96425fc388247d8527a62e1c11627edbbcc,20200518,1510779.0,4375664.0,20613,131764,2989.0,41935.0,803,81505.0,10423.0,7064.0,5260.0,602.0,12485861,348667,87125.0,853
294,2f579fe7e7cbb420fe8b4c82970b50a82577e1b4,20200517,1490166.0,4243900.0,20384,138117,3714.0,42018.0,766,80702.0,10563.0,7003.0,5467.0,593.0,12137194,351921,86272.0,862
295,33c19d1380bb6d8fb3a6944cecd4ff2fd0443136,20200516,1469782.0,4105783.0,23835,132367,3603.0,43520.0,1383,79936.0,10880.0,6945.0,5532.0,592.0,11785273,394424,85410.0,1249
296,1960689f67d46d0e0d1f1180eeff7a5f010c2ea8,20200515,1445947.0,3973416.0,25407,120258,2457.0,44553.0,982,78553.0,11163.0,6890.0,5744.0,589.0,11390849,406415,84161.0,1537
297,38e93738046a3ad43198301ac7baf9ea81a46dec,20200514,1420540.0,3853158.0,26796,138644,2481.0,45912.0,2711,77571.0,11338.0,6795.0,5940.0,582.0,10984434,388786,82624.0,1846
298,ec4dd9adf88efd725715f5d2c7c706f8c1300b82,20200513,1393744.0,3714514.0,21481,117018,2667.0,46926.0,1273,74860.0,11664.0,6713.0,6164.0,572.0,10595648,346215,80778.0,1729
299,d756164c2fea3a52b34ac8ce754a4b9b48755b56,20200512,1372263.0,3597496.0,22521,110171,1800.0,47347.0,1192,73587.0,11915.0,6585.0,6350.0,559.0,10249433,340824,79049.0,1518
300,08cbc60055885cf61c67f0ccb8b137f36d568cd8,20200511,1349742.0,3487325.0,18080,209165,1782.0,46554.0,939,72395.0,11852.0,6488.0,6349.0,551.0,9908609,374214,77531.0,889
301,f57efc9e7e57c6da8493819fc4fe5df4b8d4dd91,20200510,1331662.0,3278160.0,21112,91529,2844.0,46741.0,565,71456.0,11992.0,6445.0,6392.0,547.0,9534395,274264,76642.0,1027
302,59928a11b3025c5d0731fbd9778499178924145a,20200509,1310550.0,3186631.0,25280,110811,3262.0,48576.0,1128,70891.0,12165.0,6367.0,6550.0,543.0,9260131,323895,75615.0,1459
303,30443451b5a7069d5a17bacbb56490ae0cf4daa1,20200508,1285270.0,3075820.0,27198,104722,3079.0,49769.0,5697,69763.0,12460.0,6294.0,6793.0,531.0,8936236,312980,74156.0,1788
304,336f6ce8d7980c150f28b3006ea990cd9a3ad9e3,20200507,1258072.0,2971098.0,27228,94737,3358.0,51445.0,3553,64066.0,12832.0,5189.0,7067.0,529.0,8623256,329708,72368.0,2732
305,9bb52e41a6d7dce6b618ecb1ac774a95e1d12b3e,20200506,1230844.0,2876361.0,25312,98543,3008.0,52607.0,1505,60513.0,13196.0,4911.0,4758.0,449.0,8293548,293617,69636.0,1931
306,77ef9241c6f6085173f4f31992eee2071ffb9b73,20200505,1205532.0,2777818.0,22392,105694,2633.0,53168.0,1399,59008.0,13346.0,4794.0,4810.0,439.0,7999931,279781,67705.0,2496
307,ce385412d41e0e2e27c7312c003df74ca4c3a4d3,20200504,1183140.0,2672124.0,22106,86891,2791.0,52375.0,1152,57609.0,13390.0,4579.0,4852.0,430.0,7720150,236185,65209.0,983
308,6154e6c23f2b533a17862630859ffd2760e6c57d,20200503,1161034.0,2585233.0,25759,94072,2836.0,52623.0,1027,56457.0,13343.0,4502.0,4762.0,425.0,7483965,239746,64226.0,1247
309,dabc8fb5e0128fe0e7929f1b1b375e755276ef36,20200502,1135275.0,2491161.0,29151,80894,1639.0,54008.0,1276,55430.0,13528.0,4386.0,4846.0,375.0,7244219,272341,62979.0,1521
310,080bbc8fa542224aa52356324b6001740c977219,20200501,1106124.0,2410267.0,32880,106658,1496.0,54888.0,9055,54154.0,13572.0,4300.0,4712.0,376.0,6971878,285664,61458.0,1812
311,22c4a76b6e568a8c7a4c9609321f5218cd8f7fa0,20200430,1073244.0,2303609.0,30063,79570,2805.0,54910.0,1425,45099.0,13982.0,4192.0,4708.0,373.0,6686214,275235,59646.0,2153
312,126189b1267960ed42ebc0bbf58053aec4e73691,20200429,1043181.0,2224039.0,26179,89076,5023.0,56010.0,1865,43674.0,14254.0,4093.0,4803.0,365.0,6410979,257142,57493.0,2689
313,f69a5f06fc5f662fe182247ede9bd4e80ebe0814,20200428,1017002.0,2134963.0,25232,69502,4064.0,56041.0,1253,41809.0,14280.0,3798.0,4760.0,252.0,6153837,216600,54804.0,2078
314,4b9a093bb8001765be49555a2c9fac96b162b16f,20200427,991770.0,2065461.0,22404,62416,4030.0,56181.0,1183,40556.0,14496.0,3720.0,4867.0,252.0,5937237,194555,52726.0,1274
315,c35c70faffc09a5eefd62d43bab047ee7c873d8b,20200426,969366.0,2003045.0,27324,75262,4165.0,56167.0,1109,39373.0,14753.0,2571.0,5119.0,227.0,5742682,205595,51452.0,1212
316,4cb993bc458038519517b1f6788647bcff84abdb,20200425,942042.0,1927783.0,40697,120083,5467.0,57346.0,1234,38264.0,15056.0,2516.0,5266.0,227.0,5537087,275824,50240.0,1634
317,67d752d52406da3797ebd1349acea77b13088f5f,20200424,901345.0,1807700.0,31217,75512,4370.0,57367.0,1198,37030.0,15274.0,2468.0,5194.0,227.0,5261263,246096,48606.0,1973
318,87500d13157170a21c6b4f1424d70b5c259857e5,20200423,870128.0,1732188.0,31938,64683,4417.0,59215.0,1409,35832.0,15407.0,2428.0,5463.0,227.0,5015167,217920,46633.0,1806
319,9ea15321df00da85092b908dd9b4087ccb64b321,20200422,838190.0,1667505.0,29273,-213981,4231.0,59204.0,1591,34423.0,15705.0,2370.0,5474.0,227.0,4797247,335191,44827.0,2150
320,63a6b86de0682e582e307ef088ce75a980fd1d84,20200421,808917.0,1881486.0,27354,69105,3937.0,59795.0,1431,32832.0,15636.0,2315.0,5514.0,214.0,4462056,166966,42677.0,2478
321,5fc94d6cfb4f7f3308e2a618b4b0decfa2f7dcd8,20200420,781563.0,1812381.0,24376,63578,3983.0,56720.0,887,31401.0,15099.0,2193.0,5569.0,214.0,4295090,143980,40199.0,1814
322,77472581a40f0fe732e6ca000b4d4482ff25d145,20200419,757187.0,1748803.0,26930,68216,11306.0,56491.0,734,30514.0,15005.0,2145.0,5603.0,214.0,4151110,148978,38385.0,1765
323,1b9e9bbf9a46bccbad932b07e4db90aecee53991,20200418,730257.0,1680587.0,27573,69461,10048.0,57798.0,1459,29780.0,15388.0,2096.0,5733.0,205.0,4002132,172481,36620.0,1896
324,5f484b5054b4ed5e543e479136d5a2febc6530cf,20200417,702684.0,1611126.0,31500,67602,10889.0,58904.0,1289,28321.0,15493.0,2052.0,6098.0,187.0,3829651,172149,34724.0,2116
325,1a67b7cab077219d67c6557cfb738e39726ee5ff,20200416,671184.0,1543524.0,31266,79312,16872.0,59500.0,1261,27032.0,15830.0,1834.0,5940.0,176.0,3657502,183046,32608.0,2196
326,8180f41ecfe53400b3e4495754544b767e7bca2e,20200415,639918.0,1464212.0,29834,57485,16901.0,59930.0,1176,25771.0,15302.0,1710.0,6033.0,173.0,3474456,149278,30412.0,2541
327,27e38a9829edaa52314b3c94497aafe70d00541a,20200414,610084.0,1406727.0,25943,73268,16663.0,59601.0,1466,24595.0,14735.0,1642.0,5981.0,171.0,3325178,160030,27871.0,2356
328,722393acce4c1bc230e0fbae3acbb2cfe4d5e779,20200413,584141.0,1333459.0,24136,57296,17059.0,56283.0,2304,23129.0,14199.0,1549.0,6170.0,158.0,3165148,125464,25515.0,1630
329,fef7d26bdbd70141b6526c14b3505ed3e54520bb,20200412,560005.0,1276163.0,28168,67358,16425.0,55294.0,694,20825.0,14188.0,1449.0,5962.0,158.0,3039684,140619,23885.0,1698
330,f619bd973c581df85c7ff53548dac210d1210695,20200411,531837.0,1208805.0,31323,64373,16619.0,55563.0,1208,20131.0,13856.0,1399.0,5986.0,152.0,2899065,158549,22187.0,2079
331,e516759abbaebb416fe2d9db4bf55880dc931e05,20200410,500514.0,1144432.0,33778,56216,17373.0,53167.0,1999,18923.0,12693.0,1179.0,5937.0,39.0,2740516,155771,20108.0,2081
332,09a1d96d5120b700368f6783a075403541bd7edd,20200409,466736.0,1088216.0,34992,82731,17634.0,51323.0,965,16924.0,12445.0,918.0,5798.0,39.0,2584745,171012,18027.0,2054
333,3b367a6be212284569e3b9f8424cdd7b5899f3c2,20200408,431744.0,1005485.0,30964,68034,17273.0,45359.0,1332,15959.0,10276.0,862.0,4142.0,39.0,2413733,165594,15973.0,1999
334,b988927b4d0a57fa7478a222438461ee6faf4aa9,20200407,400780.0,937451.0,30416,79011,16588.0,43849.0,370,14627.0,9978.0,738.0,4047.0,43.0,2248139,169756,13974.0,2042
335,c5f4023fd79158b3c8552c196530f7f27ec81c65,20200406,370364.0,858440.0,28260,69846,17231.0,36159.0,883,14257.0,7079.0,663.0,2961.0,39.0,2078383,137734,11932.0,1314
336,56a4702b083f7b368721d724ef0a2860dfd0bf8c,20200405,342104.0,788594.0,25843,33621,17311.0,32180.0,1131,13374.0,5811.0,609.0,650.0,39.0,1940649,129412,10618.0,1340
337,80587c8a6dc1df9fb0dc5502807c3dceba5d3011,20200404,316261.0,754973.0,33122,143525,15568.0,30456.0,1732,12243.0,5500.0,403.0,656.0,39.0,1811237,231115,9278.0,1478
338,64bb07cf101c54d11933762aecfa917b2203918c,20200403,283139.0,611448.0,31835,54760,61956.0,25723.0,1189,10511.0,4928.0,335.0,623.0,39.0,1580122,142407,7800.0,1288
339,26f5631636844aa583b09bfd838468403f2ae263,20200402,251304.0,556688.0,28135,51405,62085.0,22995.0,1320,9322.0,4513.0,305.0,576.0,32.0,1437715,131146,6512.0,1175
340,ff9c0ea95e01fd6fa6ac4df035953816fc3ebdfc,20200401,223169.0,505283.0,26204,44681,59694.0,20906.0,1302,8002.0,3937.0,256.0,561.0,32.0,1306569,123021,5337.0,1006
341,90526b05cc4e3b76827c82099c3ac9e59302e16c,20200331,196965.0,460602.0,25000,44334,59550.0,18155.0,1492,6700.0,3487.0,230.0,506.0,,1183548,114567,4331.0,909
342,9af74a2da031ba35ea0217c92e9646458a2d0642,20200330,171965.0,416268.0,21139,50165,65369.0,15892.0,584,5208.0,3087.0,187.0,449.0,,1068981,100592,3422.0,584
343,dcf7d47af449ccca01a78732aff26a64949e4eb4,20200329,150826.0,366103.0,19683,41832,65404.0,14055.0,559,4624.0,2456.0,156.0,433.0,,968389,86974,2838.0,506
344,abe005e1f102f02d9f2b5c170ca12e0c175d0d6b,20200328,131143.0,324271.0,19785,68463,65698.0,12393.0,682,4065.0,2174.0,140.0,390.0,,881415,111430,2332.0,550
345,d5ba3a0c7b7fdc61e996b25b56a0f7127ea45fef,20200327,111358.0,255808.0,19215,45156,59795.0,10887.0,777,3383.0,1792.0,124.0,293.0,,769985,101260,1782.0,411
346,3f1a0fbd764c5dc0c2769cecb7c9b0bb751f20a5,20200326,92143.0,210652.0,17592,42359,60131.0,7805.0,655,2606.0,1299.0,91.0,258.0,,668725,106945,1371.0,313
347,930b9f0e2305059ebad2c840d7f7354cc3c4ed6f,20200325,74551.0,168293.0,12657,33006,51143.0,5140.0,873,1951.0,,74.0,167.0,,561780,82429,1058.0,241
348,32e849c3d4e39fd11946ce09a732102d7f14ac77,20200324,61894.0,135287.0,10896,33947,14368.0,3938.0,261,1078.0,,,,,479351,86845,817.0,235
349,967358494042f7a654c41d355dc6cded3c0f7b3e,20200323,50998.0,101340.0,11190,21109,14551.0,2812.0,190,817.0,,,,,392506,57023,582.0,102
350,19c16a608fdc3b746cfb637ef0db7b6721db06cf,20200322,39808.0,80231.0,9228,12428,3205.0,2173.0,139,627.0,,,,,335483,52323,480.0,145
351,7bc14f703b0a0345489a5437f765f16e7e385986,20200321,30580.0,67803.0,6940,16060,3485.0,1492.0,316,488.0,,,,,283160,52248,335.0,62
352,f394c3ea9f5dd4512ac97b9e03527730a79defb1,20200320,23640.0,51743.0,6100,11805,3645.0,1042.0,44,172.0,,,,,230912,49555,273.0,70
353,770358482664264ac2b2656143745512b749de55,20200319,17540.0,39938.0,4606,8361,3340.0,617.0,34,128.0,,,,,181357,39258,203.0,51
354,b35682e3205ac56e1b191d7b82528aeca11d0ab8,20200318,12934.0,31577.0,3357,5394,2372.0,416.0,18,94.0,,,,,142099,32196,152.0,26
355,0230ba99995d39345589ac6fc13af33413ac42f9,20200317,9577.0,26183.0,2128,5856,1698.0,325.0,33,76.0,,,,,109903,26755,126.0,24
356,f27f8a0de638f48588bb9ed77f08b9c2762ca6d6,20200316,7449.0,20327.0,1711,10931,1834.0,,6,43.0,,,,,83148,23114,102.0,22
